Addresses,Allocation %,Type,Sum
0x2f9ba6279dabc16c841501fbb99d2aa27549f763,0.00%,Holders,
0x2fd4a3eeb404b804461813835121f10618fb8166,0.00%,Holders,
0x2fd99b41cf2ad7b5b7d69ceff4194c5d6d519781,0.01%,Holders,
0x3034863acd2f18757e781381e351787b2506fc36,0.01%,Holders,
0x30e004a9a037cc5ff7db21a604da054ee806609d,0.00%,Holders,
0x31e3d4e6b7962e363ec0c0aa0c859358c7879157,0.00%,Holders,
0x323c159244b8ae4e0d49282d3caa1093c10b5508,1.22%,Holders,
0x324b2e70067e5ae22e39168b092879c86d42f605,0.10%,Holders,
0x329354a13a08752b24b5bfc9ae537419a47e0f0d,0.00%,Holders,
0x33e1b04b13e6c767090b92fb3ba9056d43cce8d4,0.00%,Holders,
0x358c84faa7f860ab41b93edccb7e64f7eb330bb1,0.01%,Holders,
0x359ac615b79cbc11cb1bd9b8d68ad91be155bd89,0.00%,Holders,
0x35dabbf0190cb68dee6d58b7ebfd28dd34959879,0.01%,Holders,
0x3619eccd54132bb19e8c7a743bb127a80e2621da,0.02%,Holders,
0x361fb9f5df41a905b2881e49a39fcaa1a75acd60,0.00%,Holders,
0x366effd6307a44afd6da5e8adba388ea208740bc,7.10%,Holders,
0x3694af98bc79536d0761343ccaa01a1cf6847f5d,0.04%,Holders,
0x369c726b2dbaccd74573a463da10fe47fdfc4e11,0.00%,Holders,
0x36a94e60ba1a4c03df0b5bc8766feef31e951a3b,0.00%,Holders,
0x371f8979b5525ff6990203e0f1b3a2d1d53b80c6,0.00%,Holders,
0x37313bd6d600df7e848db41b5fdb7308aa7b8e60,0.00%,Holders,
0x3758a6ebde17caf5d65d9011c23164f3abf04e7b,0.00%,Holders,
0x37a822ab544889e440e5b68547bef3e113c35f60,0.00%,Holders,
0x37bf00bc13b40a1e03045de9a06981fb6bb85e9f,0.00%,Holders,
0x3803e8b525ae9fa18977f964f483598090d5084c,0.00%,Holders,
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0.04%,Holders,
0x383dd1f5720475e6654ab0a0685b7c776a6b1616,0.00%,Holders,
0x38e7ad004a7bfc7fa6a7ab3b5305b40413400790,0.00%,Holders,
0x394c9854dd6d14769bd53c7607e97c8781626884,0.00%,Holders,
0x3999bf4774f29b6f4954b1af84d9f8cc2d5f6876,0.01%,Holders,
0x39f40ad35af32579d669bc1349a474eba5c8b495,0.00%,Holders,
0x3a06adbfd6f32a690e25feef86e0dcec60cdf3f3,0.00%,Holders,
0x3a5b9c127587c6a1c9de0dcbe54512f90f7dfd96,0.00%,Holders,
0x3ac35fbc9c00b87021b7fce66ba89d01ac7ba5db,0.01%,Holders,
0x3b9b98e155187b784d5048d7f81d30a00dd59f4c,0.01%,Holders,
0x3c2052ab09f093fffbedb52147adbff7387ebca3,0.00%,Holders,
0x3c30765cae26cc563411e08f3084387bdd557e74,0.00%,Holders,
0x3cc30e990552f245893bed53821467d8d4141aaf,0.00%,Holders,
0x3d46e75618c5dded83841987c013e95a43d6d882,0.01%,Holders,
0x3da88fefd24c57a4e450eecf1ab4b699fd94c1ed,0.00%,Holders,
0x3dbfbe2dde57a187e085a0cd0552b736d22ce4ea,0.00%,Holders,
0x3e6ae4c225dd547f9c9b171603bbb94c0a842d8f,0.00%,Holders,
