Address,Allocation %,Type(s),Sum
0xdb9bec00ca2ce42df14c75d404f1f2917172a989,0.000125330731%,Staker,
0x97aedac1f88d193ef501cb946a5951846c84aa81,0.000125323602%,LPer,
0xb84a45b5d52cd662fe3bdc61b4507ac98ba24ab8,0.000125317266%,Beamer,
0x4a8aa9acca222ce73353b7d271e7e31da7c97561,0.000125292615%,Staker,
0x245ddba8ba833a1f0e0423685f59becd616be576,0.000125291935%,Beamer,
0x00707d73c132b2d5fc8cbd8e6b7a8571e2c2ede1,0.000125289274%,Beamer,
0x733aae68977130b4c9f9ac8a7c148a37fefa14f4,0.000125267099%,Beamer,
0x66371aee1f9270f6b0a4cff08229b88a489288a3,0.000125228273%,LPer,
0x72c5cd18a51d53db34072546a7a38a4f73600d92,0.000125185197%,LPer,
0x0f5db9ad51fdc45c98dea48e6241b0c6eaef3339,0.000125155675%,Beamer,
0x541c5a71a65dd9523f4e19f093224df7c4d18b54,0.000125066868%,Staker,
0x935c35b97514b82419f10e29a16163c77e708e69,0.000125045637%,Staker,
0x265752d435fad7418be7d1c3a8231fb0a72d2487,0.000125031427%,Staker,
0x09efa11ee7c6aaa9f3da013f30c584d4f6c842a8,0.000125014305%,Beamer,
0x481cd6d2779918b9ed2834bdcb20c766990623a3,0.000124988033%,Beamer,
0x8c654bcdd687047259bbb0ab8095b28ae3670a10,0.000124983760%,Beamer,
0xb0f94ace13d6e688b542b74270770496a2a6f89b,0.000124974114%,Staker,
0x444af015809f44aed68803759b9276a50cb1d107,0.000124966773%,Beamer,
0x9c47c9c47d9fbe17ea8a6c1f1a85636d5cc87f9f,0.000124948412%,Beamer,
0xa1948b0aaf6d029861a02b917847229947642fbb,0.000124945516%,Staker,
0xc62d5b6cba38537b88668273baa1defd89648ed9,0.000124839370%,Beamer,
0xb29742c55a989217ab12008bbfb775aac284c929,0.000124825799%,Beamer,
0x5c116a9c14dccf1b1b271394a89baf4d76c04222,0.000124805475%,Beamer,
0xdfdfe6829d0b29651fe45791477562b63ce5129f,0.000124792798%,Beamer,
0x398bdb506c5cb2ab6211262f61fef08368fb6e3c,0.000124784410%,Staker,
0x0aa2a990750086dc96d0ba6ccb0d270cedf65d21,0.000124763100%,Beamer,
0xfb464fcd5342d2997a43c6b7bca7615d0fbdeed9,0.000124645928%,Staker,
0x90f362dbcb29cef41be9333bbe1d8170fa931138,0.000124614387%,Beamer,
0x15ca03eef77370e8f8464219dbbc93415bc4b8d7,0.000124591808%,Beamer,
0xeb4e5552a4c32a368d9bbceb8bc316df71da32f0,0.000124574236%,Staker,
0x1ed3615d1d66db87ace546b3d3e94cd4084b507e,0.000124548950%,Beamer,
0xb60ef0ec6a30ec394433d178b6909f2a76840ba1,0.000124535782%,Beamer,
0x11065498bea0fc9721a74a2a76126bf5827f83ea,0.000124510156%,Staker,
0x3440305936e6a08ee0c95f7e34c42d026f515cfc,0.000124499507%,Beamer,
0xe05e19e1e18d0970f50deaa7c8f4ec5be90cb310,0.000124451379%,Staker,
0x0b9c16d0f8be4ec3000f4f386520747d9a56fb47,0.000124444972%,Beamer,
0xaf9d660cd0582cd9cca1d3c359b7175fa34b5fd3,0.000124405397%,LPer,
0x7aa556826488aa212bad0311514dd9fd645c5463,0.000124378188%,Beamer,
0x9c61a2c5be4c6dc831e4517daec182981fb328e5,0.000124373516%,Staker,
0x000000209e0a892842bc06c354e7d097392cbbbb,0.000124361090%,Beamer,
0xe12dffccff9b01c1159b6c01e2b8e8b218f61aa2,0.000124351797%,Staker,
0x43a3ba695a4cc98c71c748875613ce44f9cfa4a1,0.000124346656%,Staker,
0x19a2fcfa3916a4b77a0c14e3a28a24f43081a341,0.000124296576%,Beamer,
0x11380654acb4158a6f1c052adc43ad3e52456eff,0.000124293115%,Beamer,
0x040b708b5edd2faa9dd2427a34bb2e1d0cbb4fe1,0.000124278852%,LPer,
0x84a3e1a8b0babfc7269e21802ff22fcd84541f57,0.000124261619%,Beamer,
0xef6409f55fa3cc7dbe02dc7ea508f8875ed2290e,0.000124222727%,Beamer,
0x72d3feaf227d940341cac4d857246db5cc83a8f9,0.000124157443%,Beamer,
0xdb87688a261e43389db4b264d0550e881e0b18fd,0.000124145837%,Staker,
0x3c5d4c28d55038e9e1dcde4704d988b68667888a,0.000124127066%,LPer,
0x1d263ce3646a79b7b526b2a95f45da6f505a1656,0.000124119559%,Beamer,
0x377b57dd90151bf94c972740e8ac8ddd1939668b,0.000124104987%,Beamer,
0x7a97484f57d98a62b0195d79b9600624744de59c,0.000124094887%,Staker,
0xb07bb6dd4b7c7d3ba14ad5eb13696c0f2a71557a,0.000124063859%,LPer,
0x995022638115c53c8ecb4b430703198fbdfde2a1,0.000124061075%,Staker,
0xe8f7a0c71fff0b5027e2431f1e2c4dda84ae8e5d,0.000124016505%,Beamer,
0x1eb68ee1806a54ad0d964d8955c37883733f4898,0.000123916995%,Staker,
0xbb7adf9c91f811c717be77da1096d5c575feb37d,0.000123857496%,Beamer,
0x806e94412e085f46ac4d30e3be9afd3ab550a522,0.000123810270%,Staker,
0x677942dae273b5462894dfc032a8710962b7f7b5,0.000123745315%,Staker,
0xca555eda8d38ff940bc9b3ef3594c6c18b6d6fac,0.000123743173%,Staker,
0x3eedb85da27cac4ec83ab5a8a38f18b0edbc7042,0.000123741371%,Beamer,
0x4690067296e06d55f235f24949038781d6e5a4a6,0.000123735539%,LPer,
0x7a6808f04bca7f97f8d15171eafd5ed626334d21,0.000123726140%,Staker,
0x6630b7afc8303d3d9408941a0d204ee6e3d611a0,0.000123723016%,Staker,
0xe13a8ffba6bd7a493f544cebbe19338d0d65168c,0.000123707009%,Beamer,
0xe2b8d6027943ce06a79435644fcd26f0033fa200,0.000123678494%,Staker,
0xe4845e752d22b4b709bd318fd7cfb5f613d9ded6,0.000123636319%,Staker,
0xff180948d613baba1959b8d8c9e96b94959828f9,0.000123630119%,Beamer,
0xed034b287ea77a14970f1c0c8682a80a9468dbb3,0.000123606699%,LPer,
0x636ff5d7bd7651a0009c839b1544bee603bcbc37,0.000123599972%,Staker,
0x11e72f7d1c4e17a8109bfa2de3ae28de77215372,0.000123476491%,Beamer,
0x572e888614b7e1726624ac49c51bdde1a72c428d,0.000123444561%,Staker,
0x25258c0d2a9e19f09d67091dce18446cf45aa26c,0.000123418806%,Staker,
0x7f77dac1918c4a04aa9c8496dba79076b7cddb81,0.000123417227%,Staker,
0x01238ba1b264777c87bc8e0d1da19e923a5e178e,0.000123409175%,Beamer,
0x539c8a4b72ae9f3f524bbdb602939cc03fa1e0e8,0.000123402287%,Beamer,
0xb2b5f765421210b5af559e9420c203d4adf480ff,0.000123385140%,Beamer,
0xd1d4841dc3ffe6dec8ca9e3496c4fe99b3c8d478,0.000123354580%,Beamer,
0x337f77731c5e74f4ab932af951ef53f5ae1dded2,0.000123320892%,Beamer,
0x906a2f451fbd397b354b6512ab692f974c4e369a,0.000123290904%,Beamer,
0x69ac7188ecb2e00b50e6e408c877acaba2b9b848,0.000123281736%,LPer,
0x2ced7c83b990cf8bc00a2025cc696b4fa42bdf57,0.000123277061%,Beamer,
0xca9f3becb83fd517068466ab85a0a072d3642dad,0.000123261713%,Staker,
0xb6da110659ef762a381cf2d6f601eb19b5f5d51e,0.000123225326%,Staker,
0x7ba013a980f54957190b7cee2ab8cd2d1cd1e8b0,0.000123205231%,Staker,
0x008862a5a6ddf543c7f83e3c9a154e50572c166e,0.000123194572%,Beamer,
0xac677990a62226c08940783050568b638871b9cb,0.000123193847%,Beamer,
0xf69f1a75448f4a23eb50b3c65cb46a5215727542,0.000123188874%,Beamer,
0x6224ea6ee414f4fe94c8f11c24d7320f28e229d1,0.000123174730%,Beamer,
0x8f392c85ecaf262e03bb57d9da29b6ed2b106138,0.000123170145%,Staker,
0x11efd8579b24e49f0ff2c14be23241045c8f7c01,0.000123157175%,LPer,
0xa8c0374a25fbcc01a8cbd18771691d36d3617f4f,0.000123154398%,Beamer,
0x7c55f8f22b7c0b878055fc40ebb9d82436722146,0.000123143957%,Beamer,
0x856f7469f3dcbdf6b7b63eb3b72dc898aaf0db42,0.000122983225%,LPer,
0xd790d1711a9dcb3970f47fd775f2f9a2f0bcc348,0.000122946234%,Staker,
0x3848c5c7dceeea128a112442c9f4ea72d414eac1,0.000122934051%,Beamer,
0xdbf9efec460b66cd99f8c25dc39bccb090616862,0.000122924308%,Staker,
0x11d06486733a80816f440c92ccb8303313290557,0.000122907875%,Beamer,
0xe0e3809563a2eb5bd35876123268081672b6a33c,0.000122879276%,Staker,
0x50641e0b7af76cbbce574dfd54e831e4dd8191b0,0.000122840458%,LPer,
0x874f56d3088f37340684c18c82b04e0fd1a5df11,0.000122801057%,Staker,
0x1d95256b8dcd4fb5313fecf0adba019fa11de5e0,0.000122795190%,Beamer,
0x9e4d88e936dc60114400e820a1f27aa3b3b1029f,0.000122793834%,Beamer,
0xca41f85c6b4562a9f29dc19af09e31b586b157aa,0.000122787748%,Beamer,
0x19c24006fdd990b2ff8ed82bf59fb6b1d6b63a2f,0.000122777999%,Staker,
0x5d08c66da2715709af687697e8ded8888cbf29d7,0.000122748047%,Beamer,
0xd3a510ebdd94ad8e23bec6bd260f1f0ad6d5bb22,0.000122739301%,Beamer,
0x6fd2d778cf9062ec5db68988429caff3e553d903,0.000122728560%,Staker,
0x6b377cbe59d787571217a43d0b9a45dd71e863bc,0.000122714215%,Staker,
0x66042aba0d2f65d87ef8f4d8bb625d13ded686e0,0.000122708626%,Beamer,
0xe179bac073388ba4dcd04b623c326f9ebb6f48d2,0.000122703540%,Beamer,
0xffcde60fdd8c920f29ef1e678ce2f07e72e8242b,0.000122678215%,Beamer,
0xe87c3bc7e8cbe912060aada5ed10e7f7c60ddd08,0.000122645687%,Beamer,
0x11744f53b0e1def7666f2b73a90d32f86fcecbce,0.000122627942%,Beamer,
0xe4f646f0be4ff5ce185540f5366295f91d75b65d,0.000122590977%,Staker,
0xba9469445960605e88fea80d0e5365ac317c6840,0.000122524800%,Beamer,
0xb394468904842d0aa0fc9a00b55c579e30e3fecb,0.000122523227%,Staker,
0x73b169075b417aebb749fb0fc5e6ff69c2a7f6c2,0.000122521039%,Staker,
0x8cb06a5fcf7d8194bff895ad85ab25b9cecfd081,0.000122518380%,LPer,
0xcf6c2952d1435c3389ade7fdd13776855b0ba4cb,0.000122455344%,Beamer,
0x93f5615abc22412b623ee336615df18d718cc66e,0.000122433593%,Staker,
0xb078be10491a96fb471f61b8b3f99c6efaacba1c,0.000122427422%,Beamer,
0xf7b62f1889f7ff721c9bd8f4c4f4865e6e3ef26f,0.000122370618%,Beamer,
0xf0e381b037eca3275857805507e7de1b538b1e6c,0.000122354472%,Beamer,
0xcaa6b1909a9b1133b9931936a5b659a7c0857deb,0.000122342853%,Staker,
0xfb6b6c0033e1e399b00928ebc586bfa762476b4d,0.000122330785%,LPer,
0x67a9d94d73072574ab3765bb9c11eaefeda279ec,0.000122316365%,Staker,
0x2d85a9580645e95295cf0a07c73a74b2d0190eb9,0.000122310978%,Beamer,
0xf925f7e55b262e5dc7a85d42e08f3216bc66ae59,0.000122301127%,Beamer,
0x900d3c31d7914d83d341606edec678b79f7678de,0.000122261769%,Staker,
0xe66990d76abb350d21ff68b71b9ef2d29896543f,0.000122215478%,Beamer,
0x1ef45212277c6659c5008d145a6e9eea7f492e9c,0.000122185007%,Beamer,
0x639f94e6ed5d5a8f1d5fde677391903533f548a8,0.000122161188%,Beamer,
0xd39a7434eac9b69cf64479406afbe4d5207fa224,0.000122158440%,Beamer,
0x53dc4d32df654fd5bf60102133951b9b66c4cb9b,0.000122150691%,Beamer,
0xd52c2adc0811c615231e84d5294efeccc8c56e6b,0.000122102822%,Staker,
0x6e5e9d21b4f59df46b3b0ad486d9bc3dfb926076,0.000122066053%,LPer,
0xea7eb857eb4f043c1f5112c7ac61c832e844913a,0.000122061045%,Staker,
0xad98029c7f7bb4ceb470978b77a43b52c412defb,0.000122018507%,Staker,
0x3091a139a2bd3468f00542f316360de2c14524a2,0.000122012907%,Beamer,
0xb1b9ef6267d2a35242652e3efc785168467e2d38,0.000122001244%,Staker,
0x0e93c20dabe1eb24585f3544fa3a7cb56357e665,0.000121973098%,Beamer,
0x1c3213b74d1ae7b92205df9cb0621454994049b4,0.000121971613%,Beamer,
0x38ae8548e21700a8b2aa172087c67fb5a50c4dd7,0.000121866512%,LPer,
0x574a458cec15c1103fbac5f0d306e2ea98bd2e2f,0.000121843008%,Beamer,
0xd54ee9320e521e133b0983b99635298501d2cea9,0.000121841554%,Beamer,
0xa7b6c072d09f4c13ec60088598eb4d4d6d615738,0.000121810677%,Staker,
0x67e8a35e55fdb4649ac43e7432e3f24bf63e123c,0.000121801185%,Staker,
0x84619bd2d391076ea72528c29dcae25c3881984d,0.000121791054%,Beamer,
0x5fabb576bcfe5316ab57815fd8dbe8c1d92bf90c,0.000121764701%,Staker,
0x640249aa80e64d7e50517ecaa9a49128f53a24e8,0.000121758647%,Beamer,
0xa223a476a0b4f1aa98f04d921cb4ff428e91d353,0.000121735758%,Staker,
0x232634c496d9fc32674467a5e3fb19efc4cfa17a,0.000121734612%,Staker,
0x9f215671cdc5923708857790c4d4b9a1dff09b05,0.000121729993%,Beamer,
0x173718ac912fc92f4fb145740e2cf1b00eddfbab,0.000121705805%,Beamer,
0x155f64a5c850c42b21023cfa0305b054a76d27f1,0.000121661011%,Staker,
0x573ba0a5678f2ef9963e2e5a3dd4042eaed35fdb,0.000121623200%,Beamer,
0x5316b653a62370d144010751339bf1fc6af057b4,0.000121562573%,Beamer,
0x6c999e5fc2d5fae19fddc59ad736191a761153e8,0.000121545322%,Beamer,
0xb34d7b81c79ee7d52e373504811b234c829d0459,0.000121541868%,Beamer,
0xa0eeed7ad4e74912069fe16a3c3d94d2d9425c25,0.000121526276%,Staker,
0x631db7ff7c359a5cad118dd810caed196dc9b483,0.000121500675%,Staker,
0xedee6b3d2ce7211c317056e97791512ff215265d,0.000121499659%,Beamer,
0x55c08846c9470a8e161691e387eb9bdbb63d1336,0.000121492434%,"Beamer, LPer",
0x8196016feb34e8663b474700fcf98757e2218ebf,0.000121486128%,Staker,
0x1795f9bb9b1c748a0ef745a1fa908d36459e5837,0.000121485952%,Beamer,
0xf119126d3218e91e1f0b8b0a93b673526a70d5d3,0.000121360706%,Staker,
0xdd9333e6f4385864fc35b9aff3d4f1936048e31b,0.000121340088%,Beamer,
0x81c5fb3eaa7006a8eb36e7084c58538509aa2320,0.000121330264%,Beamer,
0x71640297446fc11dba2e0e69d926494a5a9f6c7d,0.000121308878%,Staker,
0xc5230ef76618e9c513031bc8326649b6583085ea,0.000121300048%,Staker,
0x63e3a52f444d71c87625b44efdd0753b04d80374,0.000121295280%,Staker,
0xcfae4ade5ae06d1730520809c8c3db9f6c7fe7e1,0.000121236689%,Beamer,
0x841d473b48fa5368236e7666e7c2925d0a72d2cd,0.000121230782%,Beamer,
0xdcb669cb64ca52397472029826854cbeb25b148f,0.000121210233%,Beamer,
0xc748c80120710ff278a45bc0522be9ffc3dd7032,0.000121164037%,Beamer,
0xc6325f5da5599974aa22d2eae00fc96231aa2f5e,0.000121154191%,LPer,
0xc9bffcdcc2bc7679b629981ee58d56e4a08de554,0.000121137059%,Staker,
0xc0f8457be3a057c915c76e0f037a78aac604679a,0.000121129228%,Beamer,
0x7a3ff17509d5448a608500cb1205abb403fc6f7c,0.000121075096%,Beamer,
0xdb0132c875ea7a00c4a6283da592ae6500205396,0.000121047285%,Staker,
0x10ffb1e1b59f9b154a6e8db9762b05752a1e4353,0.000121027207%,Staker,
0xb9d9e3b93e4634933083d6179bbc50489811560a,0.000121006157%,Beamer,
0x74483c29da4733cb818f80686094c223a6ae1be7,0.000121002561%,Staker,
0xcf87900756f5d1abb98e8f1eaa6468135ae7b598,0.000120925162%,Beamer,
0xee4f58e8ec2a843856d651f1a7882e5a2745bf8b,0.000120904847%,Beamer,
0x4c13615ca2321664a26a105a03ef8fbf207e321f,0.000120887851%,Beamer,
0x09e4e5cb02cb3b7e83a684f40b8f5d98fc7cd534,0.000120868076%,Staker,
0xca8443d2f918ef0d696bb11183402642683ed812,0.000120837318%,Beamer,
0x496e3649cb0a70c13fc2ff8b9bdc6bed6780f51f,0.000120830411%,Staker,
0xaf763e9a8cff6d03aece7e6d3f0f740c4e975c56,0.000120822623%,Beamer,
0x537a6066ca2019698db16646b52394d6d8a0c216,0.000120799190%,Beamer,
0xba45fd4d35c8f3efb0a1d8179cb93f36758f1785,0.000120731331%,Staker,
0x4edbd937f0a25a4f66b3cd2e585ce320ac4867e9,0.000120697302%,Beamer,
0xb627109ea7aba7f5d2b22ec49843df2c001d5958,0.000120597069%,LPer,
0x7759b96d66ceb8ec1d209751b5eae42b9a5c097b,0.000120568207%,Staker,
0xb44ce265c49a35c3f5d61551ce50178bed0a0095,0.000120561187%,LPer,
0x71541a65789e5760704df98ad2c6a4ca8a71c80e,0.000120559773%,Beamer,
0x12f5d897f6f39464832b47b75c0b585ae5a964af,0.000120543430%,Beamer,
0x2f12f474e3eb797e17c3e92f64851ccf9870f0bb,0.000120470476%,Staker,
0x91101538e928996430c03a963f2afcec5b6d5966,0.000120421530%,Beamer,
0xb329738741f3bf954c0bfc46b516add523111766,0.000120416210%,Staker,
0x0b6e81e7399a8df1c53a91bb5aed5b7bc9852e42,0.000120411786%,Beamer,
0x129ed0be1ded0b8297f185d2d90519337c9a5088,0.000120411392%,Beamer,
0x8e29d0e2ca8e92a9f27192616e2e9f170fd2a035,0.000120408935%,Beamer,
0x8be24cd43bbf01299f48fc7ae148942d4da31356,0.000120405837%,Beamer,
0x5cfc945c5d6dc10c09618f9d8030a769ed986e75,0.000120399029%,Staker,
0x764389a6f90b4508f09b51b718977ac13ed283c3,0.000120394833%,Beamer,
0xf973c66b06c5677a409c92dac6ee9536d6d60456,0.000120337289%,Staker,
0x8e17228275cd905b8ba192654675f408357afd5b,0.000120323514%,LPer,
0x72585952c09920406d8b6c6e2393fef1020c07d9,0.000120295951%,Beamer,
0xbcc0871939e8e059484787606cd5bf51c540274f,0.000120246138%,Staker,
0x9556cbc627d2a3951f0fdbb98c5b73b727428893,0.000120229956%,Staker,
0x3cbd3d635ebfc6dc3dc3e3a71e2b36123b66e891,0.000120212676%,Beamer,
0xaea2119432b4401f106379cdaab0f728ab7efd17,0.000120203394%,"Staker, LPer",
0xe422b77336232e524002eb2bac0464f90cb542fd,0.000120193100%,Staker,
0xc67bca990c0f7361b159a361dcdaca484b334710,0.000120186312%,Beamer,
0xd99aeea5214ed2b30c8727e04fe1099583be63ff,0.000120164657%,"Staker, LPer",
0x508b0907701dfad406bc80e7833fd60e267e26bb,0.000120159577%,Beamer,
0x0ec52de0c804e7915439356857a88a66941dbbd6,0.000120154306%,Beamer,
0x76f9c032831124e7718837fc17aa2316733e2794,0.000120125592%,Staker,
0xd97f1106124b1e9f3b177d0baa1795fd3570ea02,0.000120122202%,Beamer,
0x0c1689b4c5dda9da4717a2e1155886c03c817873,0.000120119419%,Staker,
0x804a4dda4dc81b458f5142330563fdcefe604b4f,0.000120113452%,Beamer,
0xbc65de326e6f05211322efafaa9719ef1960b75e,0.000120113149%,Staker,
0x0ab08db3ce1c0ae4c4a17b38394970a66bec44fb,0.000120112030%,Staker,
0x483b31cead8be0f75a3830ee8fe162cb9ad4dbc0,0.000120050050%,Beamer,
0x2a8f00f2394b70087f4dccd01aa2033135e169a1,0.000120044610%,Beamer,
0xf3fe91de40cfc785afe4205e058487ac58a7c7b7,0.000120023977%,Staker,
0x5f843034f54a36771a82c55a98f23c725e13f6cf,0.000120011594%,Beamer,
0x9f5e7a47d559e54ac09914550eb44baf2c99f242,0.000119980830%,Beamer,
0xf556dcfac4853cf1a3853f7ecb210f1ea51be057,0.000119962706%,Beamer,
0x6d0267156f1c6ce44caa4bf129b76009d3d41830,0.000119962347%,LPer,
0xd64c36ff379816dc40043ac64c7c83a360f2359c,0.000119949946%,Beamer,
0xd355f258ea1d1aa9d14eda92bc28ab7685f89524,0.000119938654%,Beamer,
0xb5b83c745383fe079a56171e929ce19a50f2a12d,0.000119864500%,Beamer,
0x806ce378f9dc8fa8d96aed4c65d12a683719686a,0.000119828784%,Beamer,
0x0bfe591fde1331f7cd0f924f0a44591e7f9fce52,0.000119826427%,Staker,
0x10fffbf94dcd5c78d2ed2ac819477766ffd255d6,0.000119822190%,Beamer,
0x33564d707eb5adaae2c42d4b2f96660b6a2c61fa,0.000119802852%,Beamer,
0x1f137f133df19d65669165a0963fe72485c7fd0a,0.000119781959%,Beamer,
0x20e93de8d922259e5e834a1934156d2565000e9f,0.000119774527%,Beamer,
0xa38c6469e3da557dcbc558e44e9615e45ba88077,0.000119749315%,Beamer,
0x3e7ce8799eccf8df033820451fb0ddccec212e7e,0.000119731925%,Staker,
0x462d14ac49faf7ce19065a3a929478d747f7acab,0.000119728769%,Staker,
0x04f5a36b9274bf1ddd22c789985cf9b1d791b116,0.000119717855%,Beamer,
0x518f817b54e0b1c4f83c39f322bd0b94d353741c,0.000119632130%,Staker,
0x6bb072848461f2ae67eb81c3841f029692d81bdb,0.000119603316%,Beamer,
0x218311fd94fa8967486333efe3fc42657d760583,0.000119590890%,Beamer,
0xbeb1e2f135b77f7d45e48d1205f107bae3aa4f55,0.000119554740%,Beamer,
0xdd278e2ef7eac668c9be32e53a9a2671543ae50f,0.000119549658%,Beamer,
0x5d34640eff3826b4736551e51edd75d5d8129e70,0.000119517108%,Beamer,
0x1f52b818eedb5bbb2209b68072d5abe94ae51f4f,0.000119465652%,Beamer,
0x9d58a590a184fda74911796ecd40e47e7a5d056f,0.000119434447%,Beamer,
0x5a1390caaf30861a1b8869e48ac5a98157431155,0.000119417681%,Beamer,
0xc19693cfbacb65f35eb3212c8f11f5b70cb7d184,0.000119411620%,Beamer,
0x6c47bcd6ef531850cd5eed8dc465584f962a9aa4,0.000119387783%,Staker,
0x0be5ebb6fb59e9e4ab48e2650d1fc1a08c7221fb,0.000119385059%,Staker,
0x016700997d3b1cd7cfd8faef9b2d7cdd3a8b2d3f,0.000119360404%,Beamer,
0x12d6f18223ebb581184cbbfd24da796ec05d8e9c,0.000119352825%,Staker,
0x7760266298e5d3214e0ecc6cedf6e9952b123c3a,0.000119345341%,Staker,
0xf8cd4139234ca4825268ca0e6c2cfb93ba60ccae,0.000119338935%,LPer,
0x15631cd1e28dc09afd58d8edaf87ddbb88c7054d,0.000119298563%,Beamer,
0x15d231e1b056bc97fe5796f3433351c7453b6d37,0.000119236264%,Beamer,
0xe70105d14f868786de107dd4abaa00d3433c9bd5,0.000119224674%,Staker,
0xf3ca7d673ae4caa500a7c3a1a0dd87ecdd0a8a66,0.000119200330%,Staker,
0x00dfafe584ba7097a39cd8f45286f5247fd540f3,0.000119114928%,Staker,
0x9364b8dc0a6b453f5825635a822630f6b03c420c,0.000119105546%,Beamer,
0xc8d992f9347fd8615e9aee5d3822538f2224b9f7,0.000119103581%,Staker,
0x97095a07aa7292084194b5ea1f4583913e86d363,0.000119097119%,Staker,
0x7f61f5e1a0c526a0359838295e040a53171e3af6,0.000119069419%,Beamer,
0xc1f241d974fbfdc7a7902e9403551f6cd5adf2af,0.000119015786%,Staker,
0x8fead8c541ba4f2a3ae2fc26eb0a6bfc3a993aeb,0.000119014336%,Staker,
0xf364806d48fc27f93eff27cb9364bddbef0ed8e9,0.000119013675%,Staker,
0x9e518c588bb6f56f4d7e6fcf70b061bbc6c3aab6,0.000118890401%,Beamer,
0xcb3d802ba476f246b1938f56fba7eede125f2e54,0.000118882811%,Beamer,
0x6a2033ee7f586bead30ba02bb5e78118a6393f80,0.000118813854%,Beamer,
0xcf0dcc80f6e15604e258138cca455a040ecb4605,0.000118810318%,Staker,
0x7625eba711c76f400adcd764a4ca29cb6b08b924,0.000118764918%,Beamer,
0xf2ed7d4d9fa778ac88500be83e095c4cfdf7dfef,0.000118758516%,Beamer,
0x1fa81f4f0d24559db339a2109998e3a20d59294a,0.000118705156%,Staker,
0x41610290d97b018969c349259446a3f36384ebb2,0.000118701959%,Staker,
0xd90515a69c82b92992fa3c03d010accb366bf2c1,0.000118688326%,Beamer,
0x609fec828e13dbfb6ca8668df22295b6e08b477c,0.000118684728%,Staker,
0x3578899022200ae5ca81b30a50c2b85c40f5ec51,0.000118676272%,Staker,
0x3d3b92e80853f02682ab4355782038b4e4668a18,0.000118662328%,Beamer,
0xc41ce77055fc333f36b4e2a05dca5ff477ec12e9,0.000118645889%,Staker,
0x6c2b42ca30d644bbd72e9bde5f49a1bb71b37a07,0.000118631535%,Staker,
0x922da8b9830098c998c3c6caca404afd26868f75,0.000118623285%,Beamer,
0xe0f41ffde55ef31343ff2a43361a915a92dc813b,0.000118611851%,Beamer,
0x582074c9638a0837f78d1ec25f9e397265a4f120,0.000118565785%,Staker,
0xa5c66cb8ca6fa64281f9fd65fabafeb24267b9e7,0.000118556893%,Staker,
0x5b52b3999972e60aaf018a340da62bd68ca4fe43,0.000118550089%,Staker,
0xce6752022c564a8ccd92c50452086006ace16f8b,0.000118527746%,Beamer,
0xe15002ca29274c2d8a32756df9c8ef2cbd494ad4,0.000118514409%,Beamer,
0x79819a92ac402d53a46816e9a501d72d79b60ffa,0.000118507549%,Beamer,
0x18571042a57d59a203cc92800c67a1a726b577de,0.000118491031%,Staker,
0x0e9e387ac5079836e746f765cc9138ff0d6c0cd2,0.000118370462%,Beamer,
0x23107ab9b84941c12cd0a706163441aac2601601,0.000118370462%,Beamer,
0x23c575c9d5711945c42c30997f19327af67a464e,0.000118370462%,Beamer,
0x2831809a9496f4c9322b449f41031221e0aa0ca1,0.000118370462%,Beamer,
0x2c1deb3c88f1bf975dde9f4a3f437dcdd29f04b1,0.000118370462%,Beamer,
0x2cf73112506326a7bf6f58b35049df25a548824f,0.000118370462%,Beamer,
0x315fc0c6692b6f6a9bc2618d85ddfd89680817fb,0.000118370462%,Beamer,
0x3662ee1c6a12df2882e5ca61b0b3521297c18525,0.000118370462%,Beamer,
0x505914ab3fe177188129462742688a440687c037,0.000118370462%,Beamer,
0x5380f32b139ed72caffc268ce7b555ce5a55b3d9,0.000118370462%,Beamer,
0x556b378862d03ef19b7feed38b9af1552f6d2870,0.000118370462%,Beamer,
0x5a1f637ffaf534a1b511e0d179507abd95c59a1d,0.000118370462%,Beamer,
0x73b9a3423d8d17ab34f41ecb87786c3fb030c750,0.000118370462%,Beamer,
0x76567a248f9f947411dd0dd7c4e271068a4440d8,0.000118370462%,Beamer,
0x82888bd0d917198a252cd69bf6882938dc05f6c7,0.000118370462%,Beamer,
0x8331d452359284a64a81246c57df70b12b48ca25,0.000118370462%,Beamer,
0x8a66d8e2776cca95b00839e68c995074e0a51126,0.000118370462%,Beamer,
0x8fcfe526adb1f67dd71053fbc65d52edbe1ada6f,0.000118370462%,Beamer,
0x93006877903fe83d8179da661e72e4f9db23eb66,0.000118370462%,Beamer,
0x9bc120d3f6d8e2d9b313f1ea20cf7f375a0748ac,0.000118370462%,Beamer,
0xa0656bc45bf8345304ffdc8b2eebaeb49f91bdbf,0.000118370462%,Beamer,
0xa68538b5c5e282c63f95d1d65a4faf26d082fb94,0.000118370462%,Beamer,
0xa878530b386b8f4dcae4b9539f8d39ac3ef379c8,0.000118370462%,Beamer,
0xaacfc18a18c27768d35cef8b55f7af95cded989b,0.000118370462%,Beamer,
0xb3d213f5eb02de5ce556e671e8ed7cf52afa811a,0.000118370462%,Beamer,
0xc0e4cc5950695f9183afd1c6fb3df0000c3ae5de,0.000118370462%,Beamer,
0xd25a30f86986adb0a3efa29ca02fb6bb1edd8448,0.000118370462%,Beamer,
0xe5a3489df46e40fbe347cd6151200a03ab15eba3,0.000118370462%,Beamer,
