Addresses ,Allocation % ,Type,Sum
0x872f9b34e7cbd48369616976b223fb1fe91e6bd7,0.191082802547771%,OFT Bridge Users,
0xa339405d5f99a9df0317e7da3dbb18d0aea582f8,0.191082802547771%,OFT Bridge Users,
0x6257b8c443a2f1098bd71481f6ca7e94926886ea,0.191082802547771%,OFT Bridge Users,
0xc1e2031f18e2e7b7b09f749c4417db47954c18cf,0.191082802547771%,OFT Bridge Users,
0x4d24ea56c30c079ea4e98a44f5400018e1902029,0.191082802547771%,OFT Bridge Users,
0x7e574fab4e2c104e182c3c74bcc7a17be70f0b62,0.191082802547771%,OFT Bridge Users,
0xad16e2a104b4cb55000740c677c0676fdeca8fef,0.191082802547771%,OFT Bridge Users,
0xbad6a059b772a44d64f1831f5c1e8f69c3693b1f,0.191082802547771%,OFT Bridge Users,
0xbf8cef36576f0d3e71847a5f2e3d50d3e1884c9a,0.191082802547771%,OFT Bridge Users,
0xed7c380f8bb90607a29e2463abea498f0db2b3ee,0.191082802547771%,OFT Bridge Users,
0x05a013e8c4933e82d2e6da6188b880928e6d8e78,0.191082802547771%,OFT Bridge Users,
0x9692e7b24aa1f05528b60c00b557815a4b94d8f2,0.191082802547771%,OFT Bridge Users,
0x327460c300f4f992768b31836c8cacfbba494763,0.191082802547771%,OFT Bridge Users,
0x65dac0bf61c544853f213bc071871eab147e26cb,0.191082802547771%,OFT Bridge Users,
0xef59f380e28c1effc83f4a927cd139c12a84d0bb,0.191082802547771%,OFT Bridge Users,
0x17cd24cd8b0bfe22fc0ae8543613555f2ec3f644,0.191082802547771%,OFT Bridge Users,
0xaa819b46fd958de10d7a60ad5dc8739351d9cb16,0.191082802547771%,OFT Bridge Users,
0x410fbbfd9ad972132d6cc26406b9be16e04eec31,0.191082802547771%,OFT Bridge Users,
0xbd70ceb62f094a8ffde3a08d6024015a802642b8,0.191082802547771%,OFT Bridge Users,
0x7dfbfc591455fb91de2a3a75aabb119f6870fd36,0.191082802547771%,OFT Bridge Users,
0xfe88079edb2b0299493af766673b7e487f694de2,0.191082802547771%,OFT Bridge Users,
0x84131d6e0923b7c866c20abf5616d17908b37982,0.191082802547771%,OFT Bridge Users,
0x9a3184b53391aaa4bd4bbbd4a71e9868d9b9526c,0.191082802547771%,OFT Bridge Users,
0x2bab0bffde8d61b46a363c617304021d02128933,0.191082802547771%,OFT Bridge Users,
0xd064880e3065a6e91897f6eed4ceab8bab1d8c93,0.191082802547771%,OFT Bridge Users,
0xcd68bf72454980c8176aaf69b2ab8b49ecfbb1da,0.191082802547771%,OFT Bridge Users,
0x30828ca3d73116bfdd8bd75fe5f9798c13a9acbe,0.191082802547771%,OFT Bridge Users,
0xa8a480e278000cb0d459a5a54fac10126586e913,0.191082802547771%,OFT Bridge Users,
0x5eeb6704dce66117c690fa25a492b9d170af038d,0.191082802547771%,OFT Bridge Users,
0xc73eae5ea6e58f8ad8d633e02e1f657bbedab786,0.191082802547771%,OFT Bridge Users,
0x0adc30a4a7318e955ab9269d6760a77a342ac84c,0.191082802547771%,OFT Bridge Users,
0x7850ff3c4f7ae137d4c3b329e04a58c6c642c4d8,0.191082802547771%,OFT Bridge Users,
0x9289bd30ff474ad640c85ea222e4664ed754ea8a,0.191082802547771%,OFT Bridge Users,
0x8448fa27d9e6cb8bd4dfa3dcf2fda9338573d1f3,0.191082802547771%,OFT Bridge Users,
0x490ca708b711fee11b785851a19c700f5e846db4,0.191082802547771%,OFT Bridge Users,
0xa86dce5ea32d15bc0fbe9e89a3a6c24402f4eb06,0.191082802547771%,OFT Bridge Users,
0x5e15bc09ec3377d1bbff90ea4639f4f6296638db,0.191082802547771%,OFT Bridge Users,
0xea6ea238b08bd2e92b1b14984a8d94f48ab7541f,0.191082802547771%,OFT Bridge Users,
0xf9b59b680540471710eb858c01f3f63e6529209e,0.191082802547771%,OFT Bridge Users,
0x0cafbc1f2ec9018976c7585df93ebcc30da9a400,0.191082802547771%,OFT Bridge Users,
0x09f648e6848c2ed84b12e22fe4544c979bf3c1a3,0.191082802547771%,OFT Bridge Users,
0x2de5aae328ee447f001b5198e3c890750ecfc225,0.191082802547771%,OFT Bridge Users,
0xe45d18150d7d9411f79d0cb85abbdb1e864c0d3d,0.191082802547771%,OFT Bridge Users,
0xe9399dd8ad00a959a342dfbe9f19bae712682470,0.191082802547771%,OFT Bridge Users,
0x37575a90fd87267318b65f9a7f1ae58db8641abe,0.191082802547771%,OFT Bridge Users,
0x9a90301479268848c26bde356dc37192a9bde3dc,0.191082802547771%,OFT Bridge Users,
0x9fd0258cde56a57e79ed96cca5c80ef42986e507,0.191082802547771%,OFT Bridge Users,
0x272de96d1421644a03a8a7ebb2488bf71a65e99a,0.191082802547771%,OFT Bridge Users,
0x1e2457c150b91454569d8df90616b51bcde7e837,0.191082802547771%,OFT Bridge Users,
0x8c2284aad29483d1450f890b071010f66b9a5f03,0.191082802547771%,OFT Bridge Users,
0x3d6af3cf8b33121b6bfb270966cf80188f2c69e1,0.191082802547771%,OFT Bridge Users,
0xcbe372e152213341e8e9da58f2f96e56400691ab,0.191082802547771%,OFT Bridge Users,
0x3f7eb0fc3cf18b09a421312e2b3aebe825cdd950,0.191082802547771%,OFT Bridge Users,
0x8b04c964f999540c4bba9ee83de2633d4c836157,0.191082802547771%,OFT Bridge Users,
0xf6631aa0a6f1b484f30b5014bd0cb7eb48789d90,0.191082802547771%,OFT Bridge Users,
0xeb5a67fbccb54b35ed3af967d424f99ae30c291f,0.191082802547771%,OFT Bridge Users,
0x359d5c159e086670a155271cadd66377b0a71b47,0.191082802547771%,OFT Bridge Users,
0xb1a18e62c8c7eb5b339b3ae9e5e5f7f8c99dfa18,0.191082802547771%,OFT Bridge Users,
0x7712bf82239b1d1871b93dc9866f80f2a630fb1e,0.191082802547771%,OFT Bridge Users,
0x0436ffb976c48f769a575ff3c4587a59504637d0,0.191082802547771%,OFT Bridge Users,
0xf248dc9071c3e6b4eb1a69b8007d0f44ff3da1aa,0.191082802547771%,OFT Bridge Users,
0x9b8508ba9724f7b14fe501a0f51c1e0d5da4a334,0.191082802547771%,OFT Bridge Users,
0x43ca7c7738336106407fd2ac18308414ae3f782c,0.191082802547771%,OFT Bridge Users,
0xa872106223d873063e4b51484babc9d9ba616f68,0.191082802547771%,OFT Bridge Users,
0x44e70cb6a9dc61a9454727570ab97aef33ce8e7a,0.191082802547771%,OFT Bridge Users,
0x554a359384732f25670ab996bdb141b26b2be83e,0.191082802547771%,OFT Bridge Users,
0x4937b115881c092b31f31a3c6271f4e6614b13a8,0.191082802547771%,OFT Bridge Users,
0xcbc98177ec6eb16f68471e6ef459ae9e6b943d4a,0.191082802547771%,OFT Bridge Users,
0x5ed306bd399ef1a134e60e23861918d5ffcc0bef,0.191082802547771%,OFT Bridge Users,
0x6b6bde57e659ad5e95cfb20550e77329c73bcb76,0.191082802547771%,OFT Bridge Users,
0x1ed490fe3c88380eb8a8fdc84a82472d246f54f4,0.191082802547771%,OFT Bridge Users,
0xae42e6df045596261663d06d0c0bfbdc7b62457d,0.191082802547771%,OFT Bridge Users,
0xaa3a71b16a4cfac2489a762156ac30fac8aca9f7,0.191082802547771%,OFT Bridge Users,
0xe211d559bf78ca5744320234170522ec80e55fe1,0.191082802547771%,OFT Bridge Users,
0xc66ab5337e8b53fb3b6254a11af1de53c7c31b8a,0.191082802547771%,OFT Bridge Users,
0xf69e57b74595fd5b2dee102aec0f540606e25c98,0.191082802547771%,OFT Bridge Users,
0xd9394bf0c0d7a0e5aaeda74079c1ed403e172cbd,0.191082802547771%,OFT Bridge Users,
0xa30a8aaf371e842ea6204220e277e48a198c3f0b,0.191082802547771%,OFT Bridge Users,
0x0a207e2d3d3edc45589bd02bbca750fc576c5c50,0.191082802547771%,OFT Bridge Users,
0x8120d3cb93604005078b7f9730e3893c805ea9bb,0.191082802547771%,OFT Bridge Users,
0xfc773c1fb97cd572d3d2a6ce9c78724a9949298c,0.191082802547771%,OFT Bridge Users,
0x14194cd72b5bf31a4e58fe35ffcb8be4bcb7f385,0.191082802547771%,OFT Bridge Users,
0xf671725c753d2fde985fef6b7bc73e28d791232d,0.191082802547771%,OFT Bridge Users,
0xee0fa05e4e68598cf04241008d3771a2389a8e7a,0.191082802547771%,OFT Bridge Users,
0x3ce7aad097d2193c69c1c14ca4c5f9f0d79a3a1a,0.191082802547771%,OFT Bridge Users,
0x8cc2fce159c669601208b386eb52612d2d51c03f,0.191082802547771%,OFT Bridge Users,
0x8446481fdd805ee27a0558113ef7bc1d6303a98b,0.191082802547771%,OFT Bridge Users,
0xd5788ea804bb4b0511ec516cc0523710110467ea,0.191082802547771%,OFT Bridge Users,
0x7b93e67de1fcb3ee221f95162217ce650ad02ba8,0.191082802547771%,OFT Bridge Users,
0x9d11aba87359e324122cbfc99fd2d4cdaf12883c,0.191082802547771%,OFT Bridge Users,
0xc989400eb228aed4df3da3ccbde38c5095d3de32,0.191082802547771%,OFT Bridge Users,
0x13f6b5e292b6e76549fab6211f097864452d9885,0.191082802547771%,OFT Bridge Users,
0xf8570625dc3d901ef133f380ef059a1f0ac47cfe,0.191082802547771%,OFT Bridge Users,
0x191eec9b34a94c3c31c8acb9394816f05ad71bb9,0.191082802547771%,OFT Bridge Users,
0xb9dbba40c064f922a5c088025618649c41546091,0.191082802547771%,OFT Bridge Users,
0x9fcde96f8aae6884dc94d7eef88f5a2ce40316e2,0.191082802547771%,OFT Bridge Users,
0x994c55a30f2ab7172552919d70c91c2654e72dbf,0.191082802547771%,OFT Bridge Users,
0x716e494957c6abe11fac080efc9deed268b6db87,0.191082802547771%,OFT Bridge Users,
