Address,Allocation,Type,Sum
0x7b59793ad075e4ce1e35181054759c080b8d965d,0.0558398687%,User,
0x77bd9d86aaa4137ba6f187d95ef81526d4576e09,0.0542271875%,User,
0x9824697f7c12cabada9b57842060931c48dea969,0.0536886445%,User,
0xec15fbebd5dc1438eb54fb7c0e28bf2cbd79cf87,0.0536282881%,User,
0x9255dcc8f57efbeb98d00adab1dd3af044171ab4,0.0534210765%,User,
0xcf339235b44198c990bc0d674cc6c7f3bffe1d1a,0.0523997301%,User,
0xef3ede96a9ec62046d42c0725c5d994c1fbcf70e,0.0509649369%,User,
0x8e722a04327e137b7b5a53e6d0ecf2085fc5d05f,0.0503240402%,User,
0x8399953ab01861d98ee2dcdee2147db3fdebfadb,0.0497476755%,User,
0xe65c2be6254731e93368cc071a2420b0c961451b,0.0475637513%,User,
0x508fb7bc68d4c4d89a597289929fd57df2b311d0,0.0470856342%,User,
0xff2ce9d334df35ed9fcb155f33856b638ec5d3a5,0.0460988485%,User,
0xb97f255b37eef7d47dbe1debbecd1f2ecfc37abe,0.0455111808%,User,
0xdcae928b358377fceeaf6d681dc589300258c8d9,0.0451781886%,User,
0xc960338b529e0353f570f62093fd362b8fb55f0b,0.0432660173%,User,
0x30fff75f55444ad5121ed6c227520e64e5f914e9,0.0432251775%,User,
0x1c5e9d8d756551f2a0e459ba95a5741c57d71445,0.0415294210%,User,
0x63d8551c73ce898f66530bad059f390584bc0922,0.0410128459%,User,
0x29c7b44e0584624c1e877d3ee0856520e2851ba6,0.0405019589%,User,
0x1e1300eeaf333c572e4fc0133614291fa9d0df8b,0.0398346179%,User,
0x1ebb73f5f47bcc3d7dc1dabf7284875e3ae40e07,0.0397612770%,User,
0x8c2272f59151951aa163c7ebdf2392bca481f42d,0.0395357333%,User,
0xb6d93638549214b37ed9a56f4b562509bbb1f9f9,0.0377687632%,User,
0x25fc7ffa8f9da3582a36633d04804f0004706f9b,0.0375870775%,User,
0x330eedec07e830320b6e283befb03ba127b1a9c1,0.0372106650%,User,
0xd9144f78e0cf813d835da362f08c19554668d9fe,0.0367110697%,User,
0xc434dae4acfacf4fad98bec1f023ceb499d31bc5,0.0365135570%,User,
0x43e49750a2ac66dce8d35bb4be8cbd458dc91736,0.0354848644%,User,
0x53d8edf6a54239eb785ec72213919fb6b6b73598,0.0349175059%,User,
0x89808c49f858b86e80b892506cf11606fb25fcdc,0.0340355950%,User,
0x9acd4f65448208f691417511193686f4b6058952,0.0339277274%,User,
0xeca5e3ce0774372e71ce9b3675cb07c6677c2d52,0.0338822703%,User,
0xfdc58c08656e866121c81a410070bba40f20ff94,0.0332031342%,User,
0xf2b8c142edcf2f3cc22665cce863a7c9a3e9f156,0.0329312408%,User,
0x53572e897bc04a398ab9df869eb5aa7d3f17e248,0.0317653337%,User,
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,0.0313684151%,User,
0x0f67ee9f041a681d8e0a2de3220ffabb6cc1b2a7,0.0311646132%,User,
0x8f767dbe1af8fc0eb2655260f2a4768a3ad49bdc,0.0310929511%,User,
0xd89dcd226f1f902d060b4f5897edc130d8a7b312,0.0304389153%,User,
0xda4bb0c3c1061d468b4d57b08e5de3c781ce1d80,0.0302042981%,User,
0x467c03cef39296da041fbcd03d8f67932c1fddf2,0.0300425065%,User,
0x6538d3d3737b653bc7ca4f1061e6e0a1dfd8f3af,0.0298884911%,User,
0x3b1b211b3fce0d1ee9f5e1afeecadeb98378d0b0,0.0285295899%,User,
0x9c57027b1eca93093a6f446422c59c85a5a3fa52,0.0272431402%,User,
0x85930ab516fab18a2ba586b9a8bdbb80aac42d92,0.0272370986%,User,
0x4d3b46330ad179be69086e92872f9b0d67851c9a,0.0270429363%,User,
0x79a98a9f41051e119cad1b9ffefe523cd0be65f0,0.0269395706%,User,
0xde13a331adf3b9b6f32017bc63dff2f61a926a5a,0.0264284181%,User,
0x3ee2e1b07b76b09b12578ce7f26ab4bc739770e7,0.0261512049%,User,
0xf81e210c4afb7be9cc5c2b69aca38886c34b9b3d,0.0259766182%,User,
0xaf68850ad5d047f0fb797d2cb84c29322be87e29,0.0258333144%,User,
0xc26a6c794e1413adbccdaaf2e12d8df79dc84675,0.0256719224%,User,
0x01034964b40fd930ad410c7c9dc702622fa8c16d,0.0255516354%,User,
0xe08da0d972b74581ec77a3c988e47d6e56bfbb7d,0.0255190912%,User,
0x16f570e93fdbc3a4865b7740deb052ee94d87e15,0.0252752153%,User,
0x9445097dc30b8518c002e2c59e5bf83d522148f3,0.0250646452%,User,
0x1a3454a29ca49d8a80b1710fcf9df9f2d1f43d0a,0.0247406085%,User,
0xb5714084eef0f02efdd145dfb3fe2e3290591d7b,0.0244824642%,User,
0xb874dd4d665dc22e7744ed38da743aee16dfd0d9,0.0241828870%,User,
0xeb2b6802332c2a86be4479b1993ba05afd91d300,0.0239573435%,User,
0x034ea2c4f55ae1c613ce1dc6ae231bac1b1ab10b,0.0239131548%,User,
0x96322357c2633dba5eb947db0306658b5633ac04,0.0238305699%,User,
0xb943cdb5622e7bb26d3e462db68ee71d8868c940,0.0237784262%,User,
0x6a9360218b0b746a911fdc342c05fb9aedad2605,0.0237658080%,User,
0x9b139f8d81c34667764e9db1d21f5472d9be1d4e,0.0232969385%,User,
0x68e73302843919ea45123f11f7fc7174b7c7acaa,0.0221133438%,User,
0x26f539a0fe189a7f228d7982bf10bc294fa9070c,0.0217098156%,User,
0x669a8b09b41f9447a4584d1b01419003e496191f,0.0210372433%,User,
0x7b67f2c55197f310661b5c0782bedb91b1394118,0.0202505654%,User,
0x57ef012861c4937a76b5d6061be800199a2b9100,0.0196443272%,User,
0x0e8b0cdf27b9dd2ddec656ed31bb086b8aed495c,0.0187332294%,User,
0xeaf1eaf9a95c7f1c37bceeaf49423dccdebfc6e1,0.0183256280%,User,
0x6c76edcd9b067f6867aea819b0b4103ff93779fd,0.0181421258%,User,
0x2b8f25475b62d8bec75d1e0b13e09f8d17170fbd,0.0180029675%,User,
0xc7e6da4d1373baba0033a9799470b3b4900f338c,0.0175784108%,User,
0x77ecd0017564d69bad99e2b09d0f0d93aea6c149,0.0171139986%,User,
0x9faa6a2cd5385fc277498254e535eb617ffd0c63,0.0171075089%,User,
0x16b9acfd374474fab6cda050896719c8bbd0d70a,0.0161740354%,User,
0xb0b61c87662b56b5bb614867b430ad36c680d6db,0.0160909505%,User,
0x8e2f7d5aaae5abbd5052acb74019b9b11cb74349,0.0156972892%,User,
0xc219cafde6855f60da76d9cacc3873fda65516e6,0.0154053392%,User,
0x051a3190c9342211eb311723b23b8c7cbd7b5a5d,0.0152912843%,User,
0x25981ee81a44aa28528f1a290a12dd5f3406c9b0,0.0152013158%,User,
0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,0.0147864675%,User,
0x4936f33b7b060c7336fd0e4c61316ea248da6827,0.0147670021%,User,
0xe7c6f212ed10525ed56b13c7a6dc8ce92a29d613,0.0147521021%,User,
0x5e4568c4d8343052a06ec8aab1e124af08b73248,0.0144952841%,User,
0x620bbadccf62aa3cf4032ef9f25d9f564c9a1e77,0.0143439094%,User,
0x9b5d49d5becaacb8866315a8a33afa15b0e77c75,0.0143289014%,User,
0x3b82b31bbe0dc3fe0f13d17f9a4d0455ef562e06,0.0142026494%,User,
0x5fb5e55431ad15f6f262a594d3be218acedb9268,0.0141204321%,User,
0xf9699c81e1f99f736e6874ed79e9813cc5056149,0.0138878864%,User,
0x7aaee144a14ec3ba0e468c9dcf4a89fdb62c5aa6,0.0127675802%,User,
0x5de2958bf5425aa52034befc9e5f86dc70ba0b2f,0.0127577869%,User,
0xff3bd22870c5c4d097619d75d7e2be056581b013,0.0126713819%,User,
0xdca6143e849247df9d1a32264fe5108fe31ae878,0.0122417429%,User,
0x30019eb135532bddf2da17659101cc000c73c8e4,0.0119999081%,User,
0x4cf57d42b8ab8d7bfa9be1cdc35ed84429cd2168,0.0118498650%,User,
0x0eadb62d5caf12794866c33ea934e5cc59c2e9cd,0.0115827587%,User,
0xe24fa83af4ddd6d3e448908ed3f931f0a23a6096,0.0115739398%,User,
0x21ac89788d52070d23b8eacecbd3dc544178dc60,0.0112384293%,User,
0x106027b7760d8fbb080f268cafdc59ba8ca893fc,0.0106711148%,User,
0x98cf9dba0b2c147fb2477a001e87b565073bae1a,0.0101546534%,User,
0x2892f9f13224e737a5e143d5c6aec0999e297b46,0.0100254409%,User,
0xa09da1d479ed04d69b61ccb6377aa9c5c901d0e7,0.0096640793%,User,
0x8b478359b5593747473e67f78b1f0048c1c523ed,0.0094036048%,User,
0xa5bb2ca10d79362e63a387978d5a8059ec5385b2,0.0087332883%,User,
0x62d76bf057b4d5fe2509b6e95318057dbd6b4c27,0.0085911646%,User,
0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,0.0084552948%,User,
0x3a22107564513d257f79394c3e58eb8a0f54043c,0.0084063541%,User,
0x4e5f413f5c5415b4e3f4615c3a0affa5ba8c43b7,0.0083849884%,User,
0x27b5491b519e72ce52f0dc9ccc9d7dc3d1e7b964,0.0082470812%,User,
0x9c4a3245d1e245e289d72a703a671924d1ba3d31,0.0079204145%,User,
0x4096d69dee9ebdbe23c939a241660f7861e0a223,0.0079118044%,User,
0x3ad1029eda5130f499d3c80b4fe8004cd06cb5ad,0.0078393846%,User,
0xbecd6cffc4006e33b865bebea93744da17628384,0.0076893777%,User,
0x3dfc49e5112005179da613bde5973229082dac35,0.0075492350%,User,
0x6c942de7a4abb37efe89a16a2b872d79b0e5a4ed,0.0073913089%,User,
0xfbcd3425b88b9402f854ff29a3bb044c5da760de,0.0073446955%,User,
0x9f83103560369592dddface141343d538ed45332,0.0073302335%,User,
0xb25e55e36cc998a546639365272f88fe2ce50753,0.0073183575%,User,
0x7405b0eca3ae0d5108de7e2f874a56909698785a,0.0072720516%,User,
0x8844657af9b631cefd5686b514b00d8a6f332189,0.0070430941%,User,
0x44f282832496bf95192ae687e461a9607b7bd326,0.0070409952%,User,
0x0fc5ca302d05645bd59c6471f33ab41d1b63ebee,0.0069883448%,User,
0x25b70c8050b7e327ce62cfd80a0c60cccf057fa6,0.0068857311%,User,
0x8a305b425d2a0e1b513a1b08b95347833d7e88e4,0.0068295101%,User,
0xa6c4f123b99eaf51e63dd31497f4921ad6761230,0.0066957357%,User,
0xd777efcbf5c834acbd8857023bb75b3ba48786f4,0.0066156708%,User,
0xde40aad5e8154c6f8c31d1e2043e4b1cb1745761,0.0065994602%,User,
0x0c06b7438195b51d9065f32d055f50e8e66bbd21,0.0063251581%,User,
0x4ce268f49ef0726d602a8b0f22fcc543aa23bb51,0.0062200788%,User,
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,0.0061997505%,User,
0x3a50f32f0e3e427dd56cf41f2c53d790c4f9ca0c,0.0060922174%,User,
0xe052b423cbc4e0103ecc7fafb0ec6c0a911df40c,0.0060067542%,User,
0xd27d90b337717fd91c4d409f712b890d4ee2fdd6,0.0059386361%,User,
0x44dd873848714da1d6f998e7d83f89f8bda78dd5,0.0058917022%,User,
0x575957e047d5264512af6ae591817fad51e5e9b2,0.0056221955%,User,
0x223c381a3aae44f7e073e66a8295dce2955e0098,0.0055286667%,User,
0xebe2eb875eccfb50a99675420f58174ddf564cf7,0.0050653072%,User,
0x876b71aa426fad5127910d3cc792e818b8229cf1,0.0049374658%,User,
0x0be722795469468e04ce572eb77eb5882c94d6f5,0.0048980199%,User,
0xe71e956e10ec540551ad2200196f9a834eaf3660,0.0048634610%,User,
0xdf84580a0ebe9c9d91f859a9d660fe9f149fedb8,0.0047516238%,User,
0xbed4956d5b24390fb26a9047026cc302786b2d43,0.0047185301%,User,
0x281f15b13efee4bd9e49a84b0ff3047100e67be1,0.0043356179%,User,
0xc92d60af8001b1070ce40337205af18a0bbed142,0.0043326864%,User,
0x808af82545a721c06d1fccebea915a6f5128bef9,0.0042522509%,User,
0x2c2bef414c54e79e853f10556b05ad1b034e74d0,0.0036802388%,User,
0xff3e03b7da063d049970c26db009fdcb761fa910,0.0036259956%,User,
0xb7a9fb1920f55ad9c90f588ccad3c8b0c560f77f,0.0035609806%,User,
0x19dee8b644bcbba97f994bab5be2eed6646725b8,0.0033875339%,User,
0xd3b2a586180c9e306b38848d31e82f9e17d76f0c,0.0033875339%,User,
0xe69accc2849466bb028d03535cf7698d6cf639eb,0.0033875339%,User,
0x6ffc40e41897421f381abf343301fdd01cccec34,0.0033875339%,User,
0xdeab2bf2f9b14e73689e482f5837aa25ff6018bc,0.0033875339%,User,
0x1498efbb8efb780511b10c67cc744da3ff442994,0.0033875339%,User,
0x6001d26436986706ff19c35478f97e0c43846470,0.0033875339%,User,
0x827b471045630d2631ac64d377af07d39b623db6,0.0033875339%,User,
0x5d62f73666ea0e433827044589cd0774b4c603f2,0.0033875339%,User,
0x762950f2726ec3ecc87c1797fd234c21d91823f2,0.0033875339%,User,
0xe213c0e1413b32d68315c5a0b51baa1dd4c1b2ed,0.0033875339%,User,
0x75198abdfff7ac0fd8d4f7df93e0ce0dc0ee1ae6,0.0033875339%,User,
0xe2d6532de997b201a3e075f14c7354f9a592babb,0.0033875339%,User,
0xb57796d4c380c4fa20f6f0917883f96dd3fb9e66,0.0033875339%,User,
0xfbe1245276eedd12c20ab085787232e66fa5ded4,0.0033875339%,User,
0x851dc0fe51e2a09f1df1ca56c756da79b5d6433d,0.0033875339%,User,
0xde93c6325924ea1b7fb7386022001642302b9e81,0.0033875339%,User,
0x6555ccb1b0d272080cb0f9faeed51454c7d4be95,0.0033875339%,User,
0x6615f7d1ccfde33c7dd875ce9f84626a73a6b814,0.0033875339%,User,
0xb7b7b0f2a44595203da4326ea40da943b0fd6316,0.0033875339%,User,
0x331569ee87f7f5bcb812d8f8c8ff65eb3e005ee9,0.0033875339%,User,
0x2a78c90a891734ec5130d9b519da6d64ff404cb8,0.0033875339%,User,
0x70a9f2ef1959a8553f982c360af040484ba17d7f,0.0033875339%,User,
0xfdd882b8d75e32aac06edc0fe577edd8039bcd8c,0.0033875339%,User,
0xce9d5fdc295da5c25c5b216dedc30bc4b9247373,0.0033875339%,User,
0x5c866c6ae5187130c234bc474a9fd55e3ea0ac5d,0.0033875339%,User,
0x656e1a01055566ad6a06830add7a0f5ef7dd2512,0.0033875339%,User,
0x9d588dde851f8b37eea81a882528e0a688c7ab16,0.0033875339%,User,
0xcf235aa3a3db9ebdb9ca6d42699217868324eeba,0.0033875339%,User,
0xe0ddc011bac93ff99e6113b4cae8262163952651,0.0033875339%,User,
0xb736f0ffccf95b6e034e8c10f454518c3d1d3cc2,0.0033875339%,User,
0x4a659992d8bd8c5b6e688e88f66dab2451dbe563,0.0033875339%,User,
0x541e0a80700e60c69aec3f75f033be9d39259587,0.0033875339%,User,
0xde6dbf563ade0cb9bb3c5efab2fafdc564174126,0.0033875339%,User,
0x3245f500c236f4b5f26a1d6af8543d4a2ce46917,0.0033875339%,User,
0xf180d10f7aca7ccb8fdb824cadde14e241770f41,0.0033875339%,User,
0x6691ed14b3f0ede5c20fcaddd829409b8e262966,0.0033875339%,User,
0xba5dc559372988afdccfbd98cd53e2d2e708e9cf,0.0033875339%,User,
0x0452b130342e83334ce04f56906b1b095b9eb19e,0.0033875339%,User,
0x3b1d6fe0bcb09553c50fc37a18339443c16a57a9,0.0033875339%,User,
0x6166efdb8fc1b6e39fceaab1e21bf981dc28f6bd,0.0033875339%,User,
0xcd2802b8b5b6ef74c74cd0824e95346ab85ae49e,0.0033875339%,User,
0x54d61891b18180f7ab8bcc990f23aa5321a08311,0.0033875339%,User,
0x7db13b7096ac59f45ea46377b59694d3c70b2fd9,0.0033875339%,User,
0xf615c79423b3ec38178a71948e990f19e42182fe,0.0033875339%,User,
0xfe7d5dbec56f7112e4ee8a950b22b12930293ff2,0.0033875339%,User,
0x7e015d025244f62ba6881016da5d94ab0791796e,0.0033875339%,User,
0xbb048719d0f7452e11b8e986dd1deb57e7ad6438,0.0033875339%,User,
0xeed439d9147828ed54e891d399fd1cccfadfbcb6,0.0033875339%,User,
0x79d16abe1ceaf56273708db6e14b33378e2eedfd,0.0033875339%,User,
0xc1672ff2720a70509c8b9a9bb6524fbdc111b9e1,0.0033875339%,User,
0xb44da1ee3cd776781d2f0432c18f6678b2d5ebb9,0.0033875339%,User,
0x21ef3734dd0b92e726f74294b35e6fd73f85500b,0.0033875339%,User,
0x60c99d3ffcdb28254295c2c519e866f67cf7c149,0.0033875339%,User,
0x2c7ec1fc90d0704afe6486d99be5fd3557b1d648,0.0033875339%,User,
