Addresses ,Allocation % ,Type ,Sum
0x3B5ae4D8D0a2D988c6Fd4637E444132a688204f5,0.074074074074074%,Bridge User,
0x14d53337cdb39851a1853a330a256de4b81edd19,0.074074074074074%,Bridge User,
0x4a65ac88a1399f82173124c9e8c8387f7059d273,0.074074074074074%,Bridge User,
0x99600249b7a78a4679cceb417867d3b5041c59ba,0.074074074074074%,Bridge User,
0xd70a9dcd0753dd7ad9cc49d434b91659a6165512,0.074074074074074%,Bridge User,
0x92b32adf4a4ad28dc2bf433e6af1717d33e5ff13,0.074074074074074%,Bridge User,
0xa6b6fb6a424f4d107fbdd6f3bca610b568ccb2ea,0.074074074074074%,Bridge User,
0x42260072dd498829f5338186082ec254edebc1cd,0.074074074074074%,Bridge User,
0x7cc8f8f42f34d7b82c8c80f5d4a619a7e810d62e,0.074074074074074%,Bridge User,
0x222623585ce05da351b7d1567355aaa6e5deebed,0.074074074074074%,Bridge User,
0x58f5cce3c862a18a45d7359911627c785750c758,0.074074074074074%,Bridge User,
0x93494cf5ac326a1c85477bbe8986d8352f3d0e03,0.074074074074074%,Bridge User,
0xa9cf92e829528ce0a831025f58fa81f0b10d4288,0.074074074074074%,Bridge User,
0x01fb308a8f5a5e0c82d74936e76481bbd0dc7081,0.074074074074074%,Bridge User,
0x70e7a6621f4cb3c3e073d0539899f49fc88424c0,0.074074074074074%,Bridge User,
0x16526739af6ee7c66ae93f0eeeaa9fcae8499470,0.074074074074074%,Bridge User,
0x3612c34dd7ad84545e615dd9708e4f06f5ee5a10,0.074074074074074%,Bridge User,
0x22c90bc05ac3275109a3d2b1990491a667930aa2,0.074074074074074%,Bridge User,
0x6823636c2462cfdcd8d33fe53fbcd0edbe2752ad,0.074074074074074%,Bridge User,
0x5ab8e8a5ac6ee75bdf3ae1e9bb5e354232768053,0.074074074074074%,Bridge User,
0x0a53765848ecb8ccd820781fc47c9c95bfcf3c36,0.074074074074074%,Bridge User,
0xa2a2602bc84371e6a7af8b88467e8b3f10aa7658,0.074074074074074%,Bridge User,
0xC54a6715023F387193d228320C4268F591EF7723,0.156599552572707%,LP,
0xCD06c2B84CD3be49899Cdfb58a99Ee4a7FD96f18,0.156599552572707%,LP,
0x4d5f3E63888525Fd474037b8525DC7972bf09280,0.156599552572707%,LP,
0x6D3Ee34A020e7565e78540C74300218104C8e4a9,0.156599552572707%,LP,
0x222623585CE05DA351b7D1567355AAA6E5deEbeD,0.156599552572707%,LP,
0x29F82d09C2AfD12f3c10ee49CD713331f4A7228E,0.156599552572707%,LP,
0xeFF0E3108f2C00ab7852248bC3887964E243c9e8,0.156599552572707%,LP,
0xf5DFA78573d859Ba64522B44FF0F7f970cFc5D78,0.156599552572707%,LP,
