Address,Allocation,Type,Sum
0x21caDed0E50b60646af532E37D3124cF2669752B,0.066498354%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.034654760%,user,
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.277171819%,user,
0x0F613b6D34cEa2a4C310764905ff20d3b5aE02c8,0.021639176%,user,
0xD3f925042d39c23E7126e140AD1423142721C97C,0.009008232%,user,
0x27132F6d5103CAeE85569d2980B628F168B3b229,0.018082833%,user,
0x06D9BE10646097AE89A3A1A07cEa3E733c773574,0.074133759%,user,
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.401411223%,user,
0x0D0a38e64eD3FB480f42d9b15D0cb8dE7b77A7Bd,0.594362020%,user,
0x6032F347dAC7eAff74B972e8aCeEBF23145d9C94,0.030035648%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.085007429%,user,
0x6032F347dAC7eAff74B972e8aCeEBF23145d9C94,0.002084537%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.003345435%,user,
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.001118213%,user,
0xafA8F1a3C07bFA89a3225462f9be8e72708911Cc,0.001101809%,user,
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.119511590%,user,
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.485808443%,user,
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.307523870%,user,
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.262443486%,user,
0x4b67945A88B434f22eC1308aD89769FD35127A5F,0.017794130%,user,
0x0D0a38e64eD3FB480f42d9b15D0cb8dE7b77A7Bd,0.023901023%,user,
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.329196599%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.016883315%,user,
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.019863804%,user,
0xf7225c5358BcCDdC0542211fa4c9cB2d341D300f,0.010134387%,user,
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.011863629%,user,
0x3255f62BbD1317ed1590228f287be8D602d78443,0.014858274%,user,
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.016808027%,user,
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.016808027%,user,
0xfF2AD84b31f046dECC8A4F627c7cf81fe61FF54b,0.282377977%,user,
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.028117839%,user,
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.028071093%,user,
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.018163558%,user,
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.017198423%,user,
0x26b75DBf4A2C2512bB2a14105A57313d1cCA6d40,0.036075834%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.017475573%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.167795642%,user,
